iteration,energy
0,1.6565735472614174
1,1.6563976951415091
2,1.6563046343561405
3,1.6562212561958394
4,1.6560294864271468
5,1.6559364256417781
6,1.6557696693211756
7,1.6556047284927733
8,1.6554248826975428
9,1.6552468299810286
10,1.6550669841857981
11,1.6549699111343124
12,1.6548728159218324
13,1.6547950859594873
14,1.6547179835746928
15,1.6546346054143914
16,1.6545415446290228
17,1.6544484838436544
18,1.654254407523704
19,1.6539015296323645
20,1.6537093788344444
21,1.6532401275318693
22,1.653054671030329
23,1.6527669063474595
24,1.6525904674017897
25,1.6523306502958188
26,1.6520714200156095
27,1.6519738113305882
28,1.6518967089457934
29,1.651803648160425
30,1.651516822806292
31,1.651260242903669
32,1.650937847350504
33,1.6508407521380242
34,1.6507436569255443
35,1.6506471892906154
36,1.6504713371707072
37,1.6502903503253845
38,1.6501946671623937
39,1.6498611096942208
40,1.6495875755360712
41,1.6493958077154085
42,1.6493249811061204
43,1.6491606454417846
44,1.6487946780758174
45,1.6486040086054277
46,1.6484226432537725
47,1.6482275114624871
48,1.6480510725168172
49,1.647958011731449
50,1.647864681984273
51,1.6477267345444675
52,1.6474457591096459
53,1.6472580237680643
54,1.6470826851206977
55,1.6469203666699177
56,1.6468238990349884
57,1.6466634184898925
58,1.6463802017066758
59,1.6462837340717467
60,1.6460088820007408
61,1.6457413184897285
62,1.6453770382478257
63,1.6451858960566836
64,1.645005449580083
65,1.6448290106344134
66,1.6447314019493924
67,1.6445418735290946
68,1.644362027733864
69,1.6441668103638216
70,1.6439853956247146
71,1.6438262816306832
72,1.6436349153047016
73,1.6433467227280474
74,1.6431715837644467
75,1.6430837344148306
76,1.642890799144972
77,1.6427006431471238
78,1.6426172649868225
79,1.642443338388945
80,1.6423462431764653
81,1.6421644702577596
82,1.6420770576703472
83,1.6418875292500494
84,1.641706677553749
85,1.6413585064940395
86,1.641044964267036
87,1.640855435846738
88,1.640405328262015
89,1.640225104479398
90,1.6401286368444687
91,1.6398089623431722
92,1.6396272786422579
93,1.639281662719719
94,1.6390341134597433
95,1.6389479949850454
96,1.6385264684072458
97,1.6383454815619236
98,1.6381743326412666
99,1.637995894126201
100,1.6378029588563425
101,1.6374803554188964
102,1.6373872946335277
103,1.637205207489902
104,1.6371359498244904
105,1.6370383411394693
106,1.6366129991430647
107,1.6364216328170829
108,1.6362790830591485
109,1.6361202832709452
110,1.6359470718669649
111,1.635882656326716
112,1.6356897210568575
113,1.6355222011538637
114,1.6350629698705335
115,1.6350097107830845
116,1.6348306494597924
117,1.6346445278890553
118,1.6344646820938247
119,1.6343149108596438
120,1.634216874280838
121,1.6341231530480886
122,1.6340266854131595
123,1.6337394342028313
124,1.6334528105700536
125,1.6333563429351248
126,1.6331661869372762
127,1.632901326797416
128,1.6327188513378958
129,1.6324812684080054
130,1.6322973424677023
131,1.632137602942206
132,1.6319658260011982
133,1.6318029023863514
134,1.6317064347514225
135,1.631330246836773
136,1.631233151624293
137,1.6311400908389244
138,1.6310424821539034
139,1.6309591039936022
140,1.630517658729065
141,1.630170469726359
142,1.6300733745138791
143,1.6299899963535782
144,1.6298135574079082
145,1.6296285965232007
146,1.6293638409560367
147,1.6291874020103667
148,1.6290103443235677
149,1.628683997195115
150,1.6285909364097468
151,1.6285030173570396
152,1.6284099565716712
153,1.6280677923256608
154,1.6279010360050583
155,1.6274757177335861
156,1.627290627183111
157,1.6271141882374411
158,1.6268243146494907
159,1.6265617569731572
160,1.6262982309689638
161,1.6260728440976453
162,1.62588955559128
163,1.6257919469062587
164,1.6256954792713294
165,1.6254117490155715
166,1.6252480447891446
167,1.625065452927273
168,1.6249683577147933
169,1.624798239371598
170,1.6246314830509954
171,1.6244623088860537
172,1.6242121744051499
173,1.624128796244849
174,1.6240454180845476
175,1.6239620399242465
176,1.623720243259373
177,1.6236431408745782
178,1.623546673239649
179,1.6234536124542807
180,1.623196843582127
181,1.6227200245155977
182,1.6226449608138365
183,1.622365967103818
184,1.6222959899259572
185,1.6221238496613073
186,1.6217718941857666
187,1.6215909073404442
188,1.6213005202799524
189,1.6209122535350422
190,1.6207466546073368
191,1.6206695752122537
192,1.6205724799997738
193,1.6202861273663933
194,1.6200046384590303
195,1.6198158945106709
196,1.6196217040857113
197,1.6195523116209043
198,1.6191845125107793
199,1.6190240319656832
200,1.6189372469558216
201,1.6188589017864692
202,1.6186918765040597
203,1.6183688445502793
204,1.6180856277670626
205,1.6179051543942815
206,1.6178094712312907
207,1.6174754206664708
208,1.6173789530315414
