iteration,energy
0,1.6208640620793708
1,1.620725297531475
2,1.6202407067715932
3,1.6199196085919452
4,1.619780844044049
5,1.6196183959281543
6,1.619329788049909
7,1.619168194495746
8,1.6187648074471037
9,1.6184667993898074
10,1.6181873305745285
11,1.618028117805051
12,1.6178665242508883
13,1.617567210613168
14,1.6173482088226576
15,1.6172094442747615
16,1.6164509393508582
17,1.6161439115979486
18,1.6159290503624966
19,1.6156363833160245
20,1.6153400538621303
21,1.6145793860281499
22,1.6140325750355018
23,1.6134100742894562
24,1.613115982973431
25,1.6127951459098677
26,1.6125176168140756
27,1.6124191387478266
28,1.6122575451936636
29,1.6121177511023477
30,1.6119572020125237
31,1.6116377370750643
32,1.611363876790519
33,1.6108143800324275
34,1.6105368509366353
35,1.610290655771013
36,1.6099685131270263
37,1.60964290476046
38,1.6093653756646678
39,1.6092475004035516
40,1.6091012955022734
41,1.6087068441529868
42,1.6085868799631928
43,1.6084559488978394
44,1.608296705388439
45,1.6081374618790387
46,1.6078599327832466
47,1.6073994766100554
48,1.607132392157653
49,1.606834384100357
50,1.6064120899234449
51,1.6058614381924883
52,1.6057226736445922
53,1.6054639449069017
54,1.6050573000006783
55,1.6048957064465155
56,1.6042960347067363
57,1.603859262101544
58,1.6035921776491415
59,1.6034329341397413
60,1.6029922447932776
61,1.6027744451845667
62,1.6026152016751665
63,1.6022930590311797
64,1.601988012850846
65,1.601397741290118
66,1.6011549726211936
67,1.6006733253517218
68,1.6000717545858716
69,1.5993568187458238
70,1.5992265998152468
71,1.598902053550337
72,1.5984434964032166
73,1.5983235322134224
74,1.5981642887040224
75,1.5978858643530822
76,1.5976809978150452
77,1.5972964484268026
78,1.5971576838789066
79,1.5968690760006612
80,1.5964395434323642
81,1.5961723206775649
82,1.596010727123402
83,1.5958824072188957
84,1.5952370774665836
85,1.594959548370791
86,1.5947379666965387
87,1.5944438753805135
88,1.5942822818263507
89,1.5941539619218443
90,1.5937148392718892
91,1.593394330892358
92,1.592953865359681
93,1.5926306782513553
94,1.592372993978004
95,1.5920966689413936
96,1.5917986608840973
97,1.5916370673299345
98,1.5914902177776538
99,1.5912419336833534
100,1.5908039748650902
101,1.5906819114990591
102,1.590057511726942
103,1.589918747179046
104,1.589658309317892
105,1.589357951215833
106,1.589257225096519
107,1.5891537112200642
108,1.588853353118005
109,1.5886202137566205
110,1.5883131786096494
111,1.58815550792042
112,1.5880355437306257
113,1.5877493895490564
114,1.5871986153459354
115,1.5870598507980391
116,1.5867387526183914
117,1.5865925398837883
118,1.5860051665881665
119,1.5858589439533837
120,1.5856983948635597
121,1.5854443609817508
122,1.5853055964338547
123,1.5851440028796917
124,1.58492835478974
125,1.5844826240003724
126,1.5842292667935687
127,1.5836457539155635
128,1.5835069893676672
129,1.583238860450926
130,1.5829424464782278
131,1.5823783596491101
132,1.5819531107055724
133,1.5818215095094275
134,1.581555547517078
135,1.5814167829691816
136,1.581291888884539
137,1.5808584304450375
138,1.5802939720744018
139,1.5801302092481502
140,1.5797145870458225
141,1.5793985028336595
142,1.5788394159939105
143,1.5786818510879121
144,1.5783838430306159
145,1.5782222494764528
146,1.5779242414191565
147,1.5776467123233642
148,1.5774861632335404
149,1.5770440563997592
150,1.5767665273039668
151,1.5760949516549916
152,1.5759396248868627
153,1.5756620957910705
154,1.5754080671429056
155,1.575290250147015
156,1.5751619302425088
157,1.574840832062861
158,1.5747229936542562
159,1.5745842291063599
160,1.5742650706461987
161,1.5740057633955347
162,1.5737045507317438
163,1.5729742194868128
164,1.5722942729897564
165,1.5721326794355936
166,1.5719702313196988
167,1.571660395539082
168,1.5713600374370227
169,1.5711994883471991
170,1.571081613086083
171,1.5709287706863198
172,1.5708004507818136
173,1.5706550164900386
174,1.5703943167184338
175,1.5698635313694418
176,1.5695746623751117
177,1.5694141132852875
178,1.5687962616207372
179,1.5684741189767506
180,1.5680656588156043
181,1.567508266102366
182,1.566862825962568
183,1.566361810011682
184,1.5660409729481188
185,1.5659022084002228
186,1.5653637379717928
187,1.5649264882391913
188,1.564695289657416
189,1.5644271607406746
190,1.5642679172312743
191,1.563868306817436
192,1.563738942448591
193,1.56344817442819
194,1.5631543888141466
195,1.5628872373569973
196,1.562772888047925
197,1.562507441222766
198,1.5623825482910834
199,1.5622209547369204
200,1.5621037136946685
201,1.561976510225811
202,1.561856546036017
203,1.5617248532017483
204,1.5614427435226501
205,1.5612189297357209
206,1.5607385982200268
207,1.5605793547106268
208,1.5604614794495106
209,1.5601403812698624
210,1.559923101391394
211,1.5596719037544502
212,1.5595425393856053
213,1.5592788508263988
214,1.5591355239716846
215,1.5588375159143883
216,1.5585590915634482
217,1.5584288726328712
218,1.5580264502978283
219,1.5577284422405318
220,1.5574184377642561
221,1.556799735610891
222,1.5566873018577048
223,1.5564097727619124
224,1.556284883876732
225,1.5561403513930798
226,1.5558837115840674
